lambda_0.16,lambda_0.17,lambda_0.18,lambda_0.19,lambda_0.2,lambda_0.21,lambda_0.22,lambda_0.23,lambda_0.24,lambda_0.25
104.82,177.59,251.36,327.63,412.62,495.99,570.57,652.67,736.31,821.4
104.87,177.67,251.29,327.66,412.59,496.09,570.63,652.75,736.53,821.56
104.97,177.72,251.33,327.73,412.62,496.16,570.67,652.82,736.6,821.68
105.01,177.75,251.32,327.65,412.69,496.2,570.76,652.99,736.78,821.78
104.98,177.94,251.42,327.71,412.72,496.23,570.69,652.95,736.81,821.99
105.03,177.92,251.46,327.78,412.8,496.38,570.74,652.97,736.86,822.14
105.06,177.94,251.53,327.83,412.92,496.43,570.74,652.98,736.92,822.33
105.21,178.0,251.51,327.81,413.02,496.49,570.89,653.1,737.05,822.41
105.22,178.06,251.7,327.78,413.07,496.53,570.92,653.22,737.19,822.6
105.24,178.07,251.74,327.78,413.16,496.65,571.05,653.28,737.3,822.71
105.34,178.17,251.82,327.68,413.21,496.72,571.21,653.41,737.41,822.76
105.33,178.26,251.93,327.61,413.27,496.77,571.23,653.46,737.38,822.92
105.39,178.24,251.92,327.63,413.3,496.9,571.3,653.6,737.52,823.0
105.4,178.25,251.94,327.74,413.41,496.89,571.39,653.71,737.58,823.08
105.38,178.34,251.98,327.85,413.5,497.03,571.45,653.79,737.51,823.28
105.34,178.43,251.95,327.85,413.51,496.99,571.47,653.88,737.56,823.41
105.41,178.46,251.93,327.93,413.58,497.13,571.58,653.94,737.68,823.5
105.47,178.45,251.98,327.95,413.56,497.25,571.72,654.03,737.75,823.64
105.52,178.46,251.95,327.94,413.68,497.22,571.78,654.0,737.88,823.61
105.61,178.53,252.0,328.0,413.7,497.2,571.81,654.12,738.04,823.74
105.61,178.65,252.1,328.07,413.88,497.2,571.96,654.17,738.18,823.86
105.53,178.65,252.26,328.13,413.95,497.31,572.02,654.23,738.31,823.98
105.53,178.71,252.33,328.15,414.05,497.32,572.09,654.3,738.48,824.06
105.55,178.63,252.4,328.26,414.06,497.42,572.21,654.36,738.65,824.19
105.53,178.6,252.5,328.31,414.12,497.51,572.14,654.33,738.65,824.23
105.43,178.55,252.48,328.41,414.17,497.63,572.26,654.36,738.67,824.22
105.41,178.68,252.58,328.44,414.22,497.64,572.36,654.39,738.64,824.28
105.45,178.8,252.58,328.53,414.23,497.72,572.54,654.3,738.76,824.43
105.4,178.91,252.64,328.54,414.27,497.82,572.62,654.39,738.82,824.61
105.3,178.88,252.65,328.51,414.26,497.82,572.69,654.38,738.98,824.83
105.29,178.87,252.79,328.64,414.3,497.98,572.79,654.47,739.02,824.85
105.33,178.94,252.79,328.69,414.46,498.0,573.03,654.59,739.12,824.97
105.37,178.93,252.84,328.81,414.53,498.1,573.25,654.55,739.23,824.98
105.34,178.94,252.89,328.76,414.67,498.27,573.27,654.58,739.36,825.07
105.34,178.91,252.91,328.79,414.9,498.33,573.31,654.68,739.5,825.15
105.45,178.97,252.86,328.84,414.91,498.28,573.36,654.83,739.56,825.21
105.46,179.16,252.86,328.85,414.76,498.33,573.5,654.83,739.57,825.29
105.56,179.21,252.9,328.83,414.85,498.4,573.5,655.0,739.67,825.42
105.63,179.21,252.97,328.85,414.97,498.58,573.65,655.08,739.7,825.55
105.62,179.17,252.93,328.85,415.07,498.6,573.61,655.07,739.75,825.64
105.69,179.16,252.97,328.81,415.21,498.72,573.72,655.16,739.9,825.78
105.62,179.13,252.94,328.83,415.24,498.68,573.76,655.19,739.94,825.91
105.6,179.14,252.97,328.89,415.4,498.8,573.82,655.31,740.05,825.86
105.58,179.14,252.97,328.95,415.54,498.86,573.94,655.34,740.11,825.93
105.65,179.09,252.93,329.08,415.64,498.83,573.97,655.37,740.14,825.93
105.65,179.23,252.93,329.1,415.69,498.89,574.03,655.46,740.24,826.13
105.6,179.26,252.96,329.18,415.72,498.97,574.14,655.58,740.41,826.18
105.58,179.25,252.98,329.2,415.71,499.02,574.2,655.63,740.63,826.2
105.49,179.14,253.03,329.1,415.72,499.09,574.23,655.7,740.7,826.28
105.53,179.16,253.1,329.2,415.76,499.2,574.3,655.79,740.75,826.29
105.5,179.18,253.17,329.33,415.77,499.33,574.31,655.95,740.79,826.43
105.44,179.21,253.15,329.33,415.78,499.47,574.31,655.94,740.9,826.48
105.44,179.16,253.17,329.46,415.83,499.62,574.5,656.09,741.1,826.56
105.4,179.22,253.19,329.5,415.85,499.67,574.58,656.12,741.08,826.65
105.34,179.22,253.15,329.55,415.87,499.68,574.68,656.28,741.19,826.77
105.25,179.21,253.16,329.51,415.94,499.72,574.58,656.39,741.34,826.8
105.22,179.2,253.19,329.52,415.95,499.7,574.62,656.47,741.46,826.92
105.2,179.24,253.29,329.58,416.11,499.71,574.65,656.53,741.51,827.1
105.19,179.22,253.34,329.62,416.03,499.75,574.78,656.61,741.58,827.21
105.27,179.22,253.25,329.76,416.07,499.85,574.88,656.66,741.78,827.24
105.34,179.21,253.29,329.76,416.19,500.01,575.05,656.8,741.83,827.32
105.3,179.13,253.32,329.61,416.21,500.09,575.1,656.88,741.85,827.38
105.34,179.06,253.49,329.75,416.35,500.14,575.17,656.91,741.96,827.54
105.4,179.06,253.63,329.82,416.32,500.25,575.24,657.03,741.97,827.61
105.41,179.08,253.55,329.8,416.33,500.38,575.32,657.09,742.07,827.63
105.44,179.05,253.58,329.76,416.34,500.49,575.39,657.17,742.15,827.8
105.39,179.04,253.61,329.8,416.34,500.57,575.44,657.2,742.22,827.9
105.43,179.06,253.61,329.84,416.37,500.62,575.64,657.39,742.33,827.96
105.43,179.08,253.65,329.85,416.38,500.7,575.71,657.49,742.34,828.01
105.49,179.08,253.66,329.9,416.34,500.69,575.88,657.5,742.4,828.16
105.45,179.16,253.72,329.9,416.29,500.9,575.83,657.68,742.39,828.27
105.41,179.21,253.73,329.96,416.29,501.02,575.95,657.79,742.45,828.41
105.45,179.19,253.72,329.97,416.34,501.13,576.06,657.8,742.5,828.61
105.4,179.29,253.76,330.05,416.32,501.23,576.19,657.86,742.61,828.7
105.54,179.25,253.8,329.96,416.33,501.19,576.22,657.87,742.65,828.9
105.61,179.3,253.81,330.05,416.32,501.13,576.3,657.93,742.66,828.96
105.59,179.28,253.89,330.1,416.42,501.13,576.36,658.08,742.82,828.98
105.6,179.27,254.01,330.14,416.52,501.22,576.36,658.06,742.82,829.11
105.57,179.31,254.13,330.22,416.58,501.34,576.36,658.14,742.81,829.1
105.64,179.33,254.2,330.33,416.61,501.41,576.39,658.28,742.88,829.23
105.65,179.25,254.22,330.4,416.69,501.51,576.48,658.31,743.04,829.35
105.68,179.23,254.27,330.44,416.76,501.53,576.56,658.46,743.14,829.41
105.73,179.28,254.36,330.47,416.77,501.64,576.61,658.5,743.21,829.5
105.75,179.31,254.39,330.52,416.87,501.73,576.78,658.6,743.38,829.58
105.84,179.43,254.41,330.58,416.97,501.68,576.82,658.77,743.39,829.7
105.82,179.5,254.48,330.57,416.88,501.76,576.84,658.8,743.37,829.87
105.71,179.51,254.56,330.57,416.86,501.83,576.9,658.97,743.43,829.91
105.7,179.5,254.55,330.49,416.95,501.94,577.02,659.02,743.58,829.98
105.64,179.53,254.55,330.52,416.99,501.96,577.05,659.03,743.7,830.04
105.6,179.56,254.58,330.54,417.06,501.89,577.2,659.03,743.83,830.19
105.6,179.62,254.57,330.56,417.06,501.89,577.35,659.06,743.99,830.38
105.55,179.61,254.57,330.6,417.15,501.85,577.39,659.11,743.96,830.48
105.59,179.62,254.59,330.67,417.22,501.94,577.6,659.14,744.09,830.49
105.6,179.71,254.63,330.74,417.26,502.09,577.62,659.19,744.15,830.71
105.55,179.67,254.63,330.79,417.27,502.09,577.68,659.36,744.31,830.83
105.58,179.64,254.6,330.79,417.34,502.0,577.75,659.4,744.39,831.05
105.6,179.58,254.57,330.78,417.28,502.04,577.86,659.43,744.49,831.13
105.57,179.54,254.65,330.8,417.33,502.13,577.91,659.48,744.52,831.27
105.59,179.6,254.59,330.9,417.34,502.19,577.97,659.7,744.65,831.35
105.59,179.56,254.63,330.88,417.31,502.27,578.0,659.76,744.77,831.35
105.55,179.56,254.66,330.95,417.35,502.36,578.06,659.86,744.94,831.38
105.49,179.52,254.77,330.95,417.37,502.42,578.17,659.99,744.94,831.49
105.51,179.49,254.83,330.97,417.33,502.44,578.32,660.04,744.98,831.61
105.43,179.54,254.94,331.04,417.45,502.52,578.37,660.19,745.2,831.79
105.41,179.52,255.03,331.08,417.53,502.62,578.63,660.2,745.29,831.94
105.42,179.57,255.07,331.05,417.56,502.65,578.7,660.22,745.43,832.11
105.46,179.6,255.12,331.2,417.59,502.71,578.71,660.35,745.47,832.12
105.48,179.72,255.17,331.27,417.6,502.74,578.72,660.4,745.66,832.24
105.56,179.68,255.22,331.33,417.54,502.94,578.79,660.55,745.72,832.29
105.55,179.78,255.26,331.37,417.58,503.03,578.89,660.56,745.96,832.41
105.65,179.77,255.24,331.4,417.67,503.04,579.0,660.61,745.99,832.44
105.71,179.77,255.17,331.46,417.65,503.06,579.08,660.69,746.22,832.53
105.75,179.72,255.23,331.52,417.58,503.04,579.23,660.75,746.28,832.54
105.83,179.77,255.23,331.46,417.62,503.06,579.32,660.82,746.39,832.66
105.87,179.78,255.17,331.48,417.72,503.15,579.33,660.94,746.45,832.73
105.91,179.81,255.15,331.64,417.69,503.29,579.44,660.99,746.51,832.85
105.97,179.76,255.16,331.66,417.71,503.41,579.38,661.06,746.63,833.01
105.99,179.72,255.19,331.76,417.72,503.47,579.49,661.1,746.73,833.12
105.99,179.78,255.23,331.75,417.76,503.54,579.55,661.25,746.83,833.21
106.03,179.69,255.23,331.75,417.79,503.52,579.67,661.35,746.92,833.27
106.09,179.65,255.3,331.76,417.81,503.55,579.77,661.42,747.12,833.45
106.11,179.66,255.29,331.86,417.84,503.63,579.76,661.43,747.2,833.57
106.04,179.61,255.33,331.92,417.92,503.65,579.77,661.47,747.36,833.7
106.06,179.57,255.37,332.08,417.99,503.73,579.81,661.5,747.43,833.9
106.05,179.67,255.36,332.17,418.03,503.75,579.94,661.69,747.54,833.98
106.13,179.66,255.38,332.28,418.02,503.77,579.98,661.86,747.52,834.17
106.13,179.66,255.41,332.33,418.16,503.72,580.09,661.93,747.56,834.2
106.13,179.74,255.44,332.45,418.17,503.82,580.22,662.03,747.69,834.32
106.21,179.86,255.43,332.51,418.15,503.85,580.41,662.13,747.76,834.48
106.19,179.91,255.44,332.66,418.19,503.88,580.48,662.18,747.78,834.53
106.25,179.79,255.4,332.74,418.23,503.93,580.61,662.18,747.82,834.52
106.29,179.72,255.37,332.87,418.11,503.98,580.52,662.25,747.86,834.57
106.32,179.75,255.32,332.91,418.15,504.06,580.5,662.29,747.92,834.57
106.33,179.72,255.27,332.93,418.07,504.07,580.64,662.33,748.25,834.7
106.27,179.71,255.36,333.02,418.14,504.13,580.68,662.49,748.44,834.68
106.25,179.79,255.39,333.03,418.16,504.19,580.78,662.57,748.39,834.83
106.26,179.72,255.41,333.2,418.12,504.23,580.76,662.65,748.49,834.9
106.2,179.72,255.46,333.25,418.19,504.34,580.9,662.72,748.59,834.92
106.27,179.84,255.49,333.28,418.27,504.43,581.06,662.84,748.67,835.02
106.44,179.9,255.5,333.4,418.34,504.46,581.07,662.85,748.78,835.16
106.46,179.94,255.55,333.56,418.31,504.51,581.17,662.93,748.85,835.16
106.44,180.03,255.6,333.61,418.5,504.62,581.21,663.0,748.91,835.24
106.48,179.98,255.61,333.66,418.57,504.61,581.31,663.04,749.01,835.42
106.56,179.94,255.7,333.66,418.57,504.63,581.35,663.09,749.19,835.57
106.73,180.07,255.72,333.77,418.55,504.78,581.54,663.21,749.26,835.71
106.78,180.13,255.73,333.87,418.52,504.8,581.56,663.21,749.49,835.72
106.8,180.2,255.77,333.98,418.58,504.84,581.7,663.32,749.59,835.77
106.91,180.25,255.81,334.1,418.77,504.87,581.82,663.41,749.71,835.95
106.85,180.28,255.81,334.14,418.85,504.85,581.8,663.49,749.72,836.13
106.85,180.36,255.78,334.1,418.86,504.82,581.74,663.57,749.78,836.27
106.92,180.44,255.82,334.18,419.03,504.79,581.8,663.54,749.9,836.34
106.96,180.58,255.86,334.33,419.08,504.85,581.91,663.63,750.12,836.39
106.93,180.65,255.85,334.4,419.08,504.92,582.03,663.83,750.2,836.56
106.97,180.49,255.92,334.44,419.1,505.0,582.04,663.88,750.27,836.6
106.93,180.5,255.92,334.57,419.12,505.09,582.17,663.87,750.32,836.73
107.05,180.56,255.92,334.53,419.29,505.18,582.21,663.95,750.33,836.86
107.05,180.52,255.91,334.59,419.32,505.16,582.24,664.03,750.44,836.86
107.05,180.48,256.03,334.69,419.43,505.18,582.23,664.17,750.5,837.0
107.05,180.56,256.01,334.7,419.55,505.25,582.32,664.23,750.56,837.07
107.04,180.58,255.94,334.9,419.56,505.36,582.33,664.28,750.63,837.15
107.09,180.64,255.97,334.94,419.65,505.34,582.37,664.44,750.79,837.3
107.13,180.75,255.98,334.98,419.65,505.4,582.45,664.59,750.9,837.43
107.1,180.73,256.03,334.95,419.76,505.56,582.55,664.65,751.09,837.44
107.12,180.76,256.1,334.93,419.85,505.74,582.6,664.82,751.26,837.58
107.14,180.76,256.17,335.02,419.92,505.8,582.72,664.97,751.39,837.57
107.06,180.69,256.22,335.05,419.98,505.89,582.78,665.02,751.41,837.73
107.07,180.63,256.35,335.11,420.04,505.96,582.83,665.07,751.54,837.91
107.14,180.64,256.37,335.12,420.13,506.04,582.88,665.17,751.6,837.88
107.18,180.64,256.46,335.16,420.15,506.05,582.9,665.37,751.71,837.91
107.2,180.67,256.65,335.3,420.16,506.08,582.87,665.33,751.81,838.1
107.13,180.76,256.66,335.27,420.24,506.05,582.86,665.32,751.92,838.24
107.13,180.77,256.58,335.31,420.32,506.12,582.99,665.48,751.94,838.37
107.18,180.71,256.65,335.36,420.35,506.11,583.08,665.59,752.02,838.45
107.25,180.66,256.61,335.36,420.43,506.27,583.15,665.73,752.23,838.54
107.28,180.61,256.66,335.38,420.55,506.28,583.2,665.77,752.27,838.65
107.28,180.56,256.72,335.47,420.67,506.41,583.25,665.88,752.44,838.92
107.23,180.57,256.78,335.55,420.76,506.4,583.26,665.88,752.49,839.03
107.19,180.63,256.82,335.56,420.88,506.62,583.41,665.95,752.49,838.99
107.22,180.71,256.92,335.6,421.03,506.68,583.46,666.0,752.66,839.04
107.17,180.72,256.93,335.67,421.09,506.8,583.54,666.14,752.74,839.18
107.15,180.68,256.78,335.69,421.14,506.8,583.54,666.07,752.78,839.3
107.12,180.67,256.84,335.63,421.16,506.78,583.58,666.06,752.83,839.34
107.17,180.68,256.88,335.68,421.23,506.81,583.55,666.16,752.95,839.4
107.12,180.7,257.0,335.75,421.3,506.78,583.61,666.25,753.07,839.56
107.12,180.66,257.08,335.65,421.36,506.74,583.76,666.47,753.23,839.59
107.09,180.63,257.13,335.65,421.42,506.8,583.88,666.59,753.34,839.73
107.19,180.67,257.17,335.65,421.42,506.92,583.91,666.69,753.36,839.88
107.18,180.68,257.24,335.77,421.42,506.95,584.04,666.72,753.41,840.03
107.2,180.74,257.24,335.71,421.45,507.01,584.21,666.76,753.42,840.2
107.28,180.7,257.28,335.8,421.46,507.1,584.37,666.74,753.56,840.29
107.29,180.77,257.27,335.86,421.52,507.2,584.55,666.86,753.65,840.27
107.31,180.78,257.34,335.92,421.45,507.29,584.56,667.08,753.8,840.44
107.29,180.85,257.37,335.82,421.5,507.42,584.61,667.18,753.91,840.62
107.28,180.9,257.37,335.86,421.59,507.41,584.56,667.23,754.11,840.83
107.26,180.98,257.43,335.98,421.65,507.39,584.53,667.33,754.19,840.91
107.28,180.99,257.51,336.02,421.64,507.44,584.53,667.46,754.11,841.06
107.34,180.99,257.46,336.07,421.62,507.44,584.59,667.54,754.18,841.14
107.25,181.03,257.46,336.12,421.6,507.48,584.64,667.55,754.29,841.28
107.29,180.98,257.55,336.1,421.73,507.59,584.71,667.6,754.42,841.34
107.28,180.95,257.47,336.18,421.65,507.74,584.83,667.68,754.61,841.45
107.26,180.96,257.52,336.25,421.71,507.89,584.98,667.8,754.78,841.49
107.26,181.06,257.55,336.34,421.75,507.96,584.91,667.81,754.91,841.54
107.24,181.01,257.7,336.36,421.83,508.06,585.0,667.78,755.0,841.51
107.23,180.97,257.71,336.5,421.93,508.08,584.99,667.81,755.13,841.71
107.27,180.92,257.78,336.63,422.03,508.09,585.11,667.76,755.23,841.82
107.29,180.81,257.81,336.69,422.02,508.04,585.26,667.75,755.22,841.99
107.27,180.86,257.83,336.75,422.09,508.19,585.3,667.83,755.33,842.11
107.22,180.84,257.77,336.66,422.17,508.3,585.48,667.9,755.32,842.26
107.17,180.88,257.91,336.59,422.15,508.45,585.61,667.96,755.41,842.42
107.26,180.82,258.03,336.62,422.24,508.59,585.64,668.1,755.4,842.38
107.34,180.86,258.06,336.64,422.23,508.6,585.77,668.21,755.46,842.42
107.4,180.88,258.07,336.7,422.33,508.71,585.77,668.24,755.67,842.49
107.43,180.92,258.08,336.67,422.47,508.74,585.82,668.43,755.85,842.66
107.44,180.96,258.15,336.77,422.5,508.81,585.88,668.58,755.95,842.8
107.45,180.97,258.18,336.76,422.52,508.8,585.95,668.65,756.07,843.03
107.44,180.94,258.18,336.82,422.6,508.86,586.06,668.7,756.17,843.23
107.33,180.88,258.17,336.85,422.63,508.91,586.21,668.73,756.26,843.35
107.4,180.96,258.18,336.93,422.69,508.92,586.29,668.74,756.35,843.42
107.36,181.06,258.19,336.89,422.76,508.92,586.38,668.86,756.56,843.49
107.33,181.08,258.14,336.91,422.85,508.94,586.46,668.83,756.68,843.53
107.36,181.18,258.22,336.88,422.91,508.95,586.54,668.9,756.77,843.7
107.36,181.33,258.23,336.96,422.95,508.96,586.59,668.96,756.93,843.86
107.43,181.45,258.17,336.99,423.01,508.95,586.73,669.07,757.06,843.89
107.42,181.51,258.26,337.05,423.07,508.98,586.83,669.17,757.19,844.04
107.39,181.47,258.19,337.08,423.06,508.95,586.88,669.21,757.26,844.14
107.42,181.54,258.2,337.05,423.01,508.97,586.94,669.17,757.3,844.28
107.39,181.46,258.29,337.11,423.07,509.05,586.97,669.28,757.36,844.43
107.45,181.45,258.34,337.29,423.14,509.18,586.94,669.46,757.46,844.56
107.46,181.5,258.39,337.42,423.17,509.23,586.92,669.51,757.58,844.71
107.5,181.44,258.32,337.42,423.21,509.31,587.02,669.66,757.66,844.91
107.53,181.52,258.37,337.5,423.33,509.48,587.17,669.88,757.67,845.1
107.54,181.55,258.28,337.58,423.39,509.51,587.35,669.87,757.78,845.18
107.52,181.52,258.34,337.65,423.44,509.51,587.32,670.06,758.0,845.26
107.52,181.65,258.25,337.73,423.49,509.6,587.46,670.18,758.17,845.49
107.48,181.67,258.21,337.73,423.63,509.68,587.55,670.29,758.3,845.71
107.52,181.68,258.3,337.78,423.78,509.75,587.64,670.32,758.43,845.83
107.51,181.66,258.28,337.74,423.82,509.8,587.76,670.47,758.51,845.94
107.56,181.63,258.36,337.8,423.78,509.89,587.93,670.51,758.5,846.03
107.59,181.66,258.45,337.77,423.75,510.0,588.08,670.57,758.71,846.1
107.55,181.68,258.4,337.71,423.77,510.1,588.1,670.68,758.85,846.18
107.46,181.72,258.4,337.75,423.82,510.18,588.14,670.77,758.94,846.22
107.44,181.73,258.39,337.82,423.74,510.28,588.13,670.91,759.02,846.38
107.39,181.71,258.42,337.81,423.74,510.33,588.24,671.04,759.16,846.48
107.41,181.7,258.6,337.95,423.76,510.45,588.44,671.21,759.19,846.51
107.32,181.73,258.65,338.1,423.83,510.51,588.43,671.25,759.31,846.55
107.33,181.7,258.59,338.15,423.88,510.51,588.55,671.38,759.41,846.51
107.26,181.76,258.65,338.21,423.99,510.64,588.68,671.64,759.52,846.72
107.27,181.7,258.58,338.23,424.19,510.7,588.8,671.76,759.62,846.79
107.25,181.7,258.67,338.28,424.14,510.71,588.84,671.94,759.81,846.86
107.32,181.68,258.66,338.37,424.24,510.67,588.95,672.01,759.79,847.0
107.39,181.62,258.61,338.42,424.36,510.8,589.03,672.01,759.82,847.02
107.44,181.58,258.6,338.46,424.39,510.86,589.15,672.17,759.85,847.16
107.39,181.64,258.73,338.51,424.53,510.79,589.22,672.18,759.99,847.33
107.38,181.6,258.75,338.55,424.63,510.82,589.33,672.3,760.05,847.36
107.44,181.58,258.74,338.58,424.66,510.93,589.42,672.35,760.1,847.47
107.51,181.51,258.8,338.63,424.66,510.97,589.49,672.37,760.13,847.4
107.44,181.54,258.86,338.69,424.77,511.04,589.53,672.43,760.26,847.58
107.56,181.58,258.91,338.68,424.75,511.02,589.65,672.53,760.4,847.7
107.65,181.81,258.96,338.73,424.86,511.08,589.72,672.61,760.45,847.9
107.73,181.82,259.05,338.84,424.94,511.09,589.74,672.68,760.47,847.98
107.79,181.87,259.1,338.88,425.05,511.04,589.92,672.67,760.55,848.1
107.82,181.86,259.08,339.01,425.15,511.13,590.02,672.79,760.7,848.09
107.97,181.92,259.11,339.09,425.4,511.01,590.09,672.95,760.87,848.22
107.92,181.94,259.11,339.09,425.46,511.11,590.09,673.03,760.96,848.32
107.87,182.05,259.14,339.09,425.56,511.22,590.23,673.06,761.14,848.45
107.93,182.12,259.07,339.13,425.66,511.24,590.31,673.15,761.16,848.52
107.94,182.21,259.06,339.24,425.84,511.36,590.27,673.29,761.22,848.68
108.02,182.19,259.13,339.26,425.8,511.38,590.37,673.39,761.26,848.74
107.92,182.18,259.23,339.43,425.92,511.37,590.47,673.41,761.32,848.86
107.85,182.28,259.15,339.49,425.94,511.42,590.51,673.45,761.38,848.95
107.88,182.27,259.08,339.42,426.02,511.5,590.67,673.52,761.5,849.09
107.96,182.35,259.02,339.5,426.13,511.48,590.67,673.61,761.57,849.25
107.91,182.27,259.02,339.65,426.19,511.52,590.76,673.66,761.68,849.36
108.0,182.3,259.07,339.67,426.23,511.53,590.8,673.77,761.84,849.56
108.0,182.26,259.1,339.73,426.32,511.58,590.91,673.95,761.87,849.63
108.04,182.24,259.28,339.76,426.34,511.74,591.09,673.9,761.96,849.74
108.1,182.23,259.34,339.84,426.41,511.8,591.17,673.97,762.08,849.88
108.09,182.26,259.44,339.94,426.51,511.87,591.19,674.06,762.12,850.02
108.04,182.36,259.38,339.9,426.54,511.77,591.29,674.07,762.22,850.09
108.1,182.44,259.4,339.93,426.51,511.86,591.41,674.11,762.34,850.32
108.13,182.46,259.35,339.97,426.63,511.99,591.44,674.2,762.41,850.33
108.09,182.47,259.26,340.06,426.77,511.99,591.5,674.24,762.41,850.38
108.16,182.51,259.28,340.12,426.83,512.08,591.6,674.41,762.45,850.52
108.11,182.59,259.27,340.14,426.83,512.05,591.64,674.59,762.45,850.68
108.14,182.62,259.28,340.22,426.82,512.15,591.65,674.65,762.46,850.77
108.11,182.65,259.4,340.29,426.85,512.18,591.82,674.65,762.45,850.84
108.12,182.67,259.43,340.27,426.74,512.3,591.91,674.78,762.42,850.93
108.13,182.74,259.43,340.33,426.78,512.34,592.03,674.88,762.55,851.09
108.19,182.79,259.57,340.39,426.84,512.37,592.17,674.95,762.61,851.22
108.2,182.76,259.54,340.32,426.84,512.51,592.2,675.05,762.72,851.26
108.19,182.79,259.58,340.32,426.91,512.66,592.32,675.13,762.84,851.22
108.18,182.79,259.56,340.47,426.89,512.75,592.51,675.2,762.95,851.38
108.27,182.8,259.63,340.46,426.9,512.85,592.67,675.3,763.07,851.43
108.29,182.79,259.77,340.56,426.98,512.89,592.67,675.39,763.07,851.63
108.3,182.73,259.8,340.7,426.95,512.96,592.72,675.42,763.14,851.68
108.34,182.71,259.8,340.76,427.03,513.09,592.79,675.5,763.13,851.73
108.37,182.71,259.8,340.86,427.15,513.14,592.89,675.66,763.2,851.75
108.35,182.7,259.82,340.99,427.23,513.21,592.91,675.56,763.32,851.85
108.39,182.62,259.94,341.14,427.34,513.26,593.03,675.61,763.36,851.99
108.39,182.65,260.0,341.21,427.37,513.34,593.04,675.74,763.37,852.09
108.39,182.64,259.97,341.2,427.37,513.39,593.08,675.68,763.42,852.14
108.47,182.63,259.92,341.24,427.33,513.4,593.24,675.74,763.42,852.2
108.43,182.67,259.95,341.23,427.34,513.34,593.31,675.76,763.46,852.34
108.46,182.71,260.02,341.34,427.46,513.42,593.41,675.86,763.54,852.48
108.46,182.69,260.04,341.38,427.55,513.51,593.62,676.02,763.63,852.57
