lambda_0.1,lambda_0.2,lambda_0.3,lambda_0.4,lambda_0.5,lambda_0.6,lambda_0.7,lambda_0.8,lambda_0.9,lambda_1.0
25.957,36.63,44.028,49.785,56.122,63.125,64.975,72.241,78.085,81.62
25.954,36.66,44.049,49.772,56.111,63.121,64.925,72.246,78.09,81.558
25.961,36.682,44.045,49.751,56.127,63.116,64.929,72.169,78.136,81.476
25.975,36.684,44.035,49.731,56.167,63.106,64.969,72.216,78.117,81.557
25.995,36.713,44.043,49.735,56.149,63.127,64.928,72.191,78.184,81.50800000000001
25.99,36.727,44.103,49.765,56.16899999999999,63.13,64.88199999999999,72.167,78.23599999999999,81.491
25.992,36.747,44.119,49.782,56.144,63.133,64.83,72.201,78.267,81.515
25.994,36.701,44.148,49.779,56.181,63.163000000000004,64.846,72.23,78.322,81.52199999999999
25.999,36.767,44.166,49.813,56.204,63.167,64.856,72.192,78.335,81.542
26.001,36.774,44.17700000000001,49.811,56.26100000000001,63.158,64.903,72.137,78.234,81.588
26.023,36.775,44.166,49.842,56.27,63.177,64.96300000000001,72.158,78.25,81.52599999999998
26.017,36.793,44.204,49.817,56.298,63.224,64.934,72.141,78.303,81.584
26.011,36.798,44.232,49.82,56.274,63.20999999999999,64.967,72.135,78.303,81.618
26.002,36.86,44.198,49.858,56.222,63.223,65.023,72.065,78.334,81.665
25.989,36.866,44.227,49.912,56.258,63.156,65.018,72.123,78.308,81.621
25.974,36.885,44.24000000000001,49.876,56.31099999999999,63.158,65.005,72.116,78.23,81.609
25.985,36.881,44.262,49.806,56.29,63.154,64.981,72.256,78.215,81.602
25.987,36.869,44.308,49.777,56.272999999999996,63.152,65.068,72.294,78.254,81.607
26.007,36.88,44.318,49.793,56.269999999999996,63.16399999999999,65.063,72.318,78.235,81.596
26.013,36.913,44.341,49.796,56.288,63.209,65.089,72.364,78.257,81.544
26.006,36.916,44.348,49.817,56.289,63.204,65.103,72.381,78.28,81.567
26.01,36.909,44.326,49.87,56.345,63.236,65.064,72.298,78.295,81.628
26.015,36.932,44.4,49.896,56.372,63.223,65.07800000000002,72.271,78.23700000000001,81.657
26.011,36.959,44.43299999999999,49.882,56.435,63.190000000000005,65.11300000000001,72.214,78.261,81.668
26.008,36.991,44.449,49.891,56.41,63.209,65.058,72.2,78.19,81.651
26.012,37.009,44.461,49.869,56.451,63.22999999999999,65.07000000000002,72.128,78.297,81.671
26.016,36.966,44.435,49.927,56.469,63.22099999999999,65.069,72.086,78.282,81.727
26.029,36.984,44.406,49.933,56.465,63.231,65.134,72.087,78.245,81.726
26.029,36.985,44.435,49.936,56.515,63.21399999999999,65.155,72.168,78.253,81.692
26.024,36.995,44.437,49.949,56.492,63.252,65.178,72.205,78.189,81.744
26.037,36.965,44.436,49.943,56.538,63.289,65.169,72.24,78.275,81.819
26.03,36.963,44.46,49.956,56.562,63.28999999999999,65.184,72.241,78.286,81.866
26.023,36.93,44.482,49.937,56.523999999999994,63.257,65.193,72.307,78.321,81.794
26.017,36.951,44.528,49.949,56.552,63.308,65.257,72.33,78.285,81.819
25.999,36.959,44.514,49.934,56.538,63.309,65.33000000000001,72.383,78.267,81.827
26.008,36.964,44.522,49.991,56.49,63.326,65.34500000000001,72.434,78.253,81.852
26.03,36.983,44.536,49.947,56.506,63.279,65.327,72.428,78.26600000000002,81.931
26.029,36.988,44.521,49.956,56.538,63.29,65.335,72.401,78.294,81.929
26.027,36.995,44.542,49.991,56.559,63.281,65.306,72.312,78.341,81.908
26.023,36.985,44.589,49.975,56.487,63.295,65.311,72.286,78.352,81.847
26.033,37.044,44.622,49.974,56.517,63.22,65.35600000000001,72.289,78.276,81.82400000000001
26.037,37.046,44.62,49.963,56.526,63.256,65.458,72.327,78.209,81.807
26.059,37.058,44.639,49.994,56.545,63.276,65.48,72.351,78.204,81.764
26.064,37.067,44.682,49.995,56.57,63.315,65.469,72.344,78.21,81.759
26.065,37.06,44.689,49.973,56.582,63.287,65.489,72.364,78.162,81.855
26.076,37.056,44.649,49.994,56.607,63.303,65.448,72.332,78.172,81.77500000000002
26.051,37.051,44.638,50.004,56.577,63.32999999999999,65.431,72.336,78.215,81.73100000000001
26.052,37.04,44.650999999999996,49.974,56.59499999999999,63.34199999999999,65.433,72.364,78.222,81.753
26.055,36.994,44.676,49.993,56.564,63.38099999999999,65.427,72.402,78.317,81.82199999999999
26.063,37.0,44.648,50.014,56.57,63.36999999999999,65.428,72.414,78.293,81.873
26.078,37.003,44.643,49.987,56.542,63.45099999999999,65.438,72.466,78.349,81.898
26.11,37.005,44.698,50.023,56.567,63.379,65.423,72.429,78.338,81.893
26.121,36.992,44.688,50.003,56.527,63.458999999999996,65.46900000000001,72.392,78.297,81.942
26.134,36.981,44.683,50.053,56.554,63.446999999999996,65.48100000000001,72.374,78.323,81.843
26.135,36.956,44.691,50.011,56.597,63.46999999999999,65.536,72.37,78.344,81.871
26.121,36.988,44.667,49.996,56.605,63.54599999999999,65.523,72.29,78.329,81.777
26.105,36.979,44.677,49.995,56.612,63.61599999999999,65.494,72.343,78.294,81.836
26.098,36.971,44.705,50.015,56.606,63.652,65.504,72.364,78.232,81.85
26.081,36.949,44.718,50.025,56.584,63.665,65.511,72.393,78.227,81.85699999999999
26.081,36.937,44.722,50.017,56.584,63.594,65.534,72.405,78.233,81.836
26.102,36.915,44.733,50.01,56.55,63.644,65.525,72.499,78.253,81.88800000000002
26.132,36.959,44.765,50.024,56.552,63.661,65.571,72.594,78.241,81.89100000000002
26.139,36.958,44.758,50.019,56.555,63.678,65.56,72.594,78.182,81.86300000000003
26.142,36.94,44.755,50.041,56.563,63.631,65.5,72.604,78.228,81.886
26.122,36.898,44.779,50.034,56.59,63.656,65.524,72.62,78.223,81.925
26.097,36.886,44.813,50.034,56.599,63.663,65.594,72.598,78.275,81.882
26.111,36.873,44.815,50.056,56.628,63.67000000000001,65.604,72.594,78.316,81.937
26.112,36.877,44.861000000000004,50.081,56.631,63.718,65.646,72.629,78.33399999999999,81.933
26.085,36.881,44.876,50.069,56.602,63.727000000000004,65.753,72.699,78.282,81.948
26.101,36.882,44.889,50.03,56.538,63.737,65.75600000000001,72.686,78.32,81.97999999999999
26.069,36.894,44.886,50.081,56.58800000000001,63.70100000000001,65.79900000000002,72.685,78.302,82.07599999999998
26.047,36.91,44.88,50.104,56.572,63.71900000000001,65.78100000000002,72.701,78.27200000000002,82.13699999999999
26.043,36.918,44.86200000000001,50.06,56.56,63.696,65.76300000000002,72.728,78.248,82.219
26.072,36.938,44.856,50.134,56.597,63.703,65.822,72.76,78.279,82.29599999999999
26.087,36.977,44.833,50.154,56.656,63.706,65.804,72.769,78.311,82.32799999999999
26.092,36.952,44.826,50.151,56.623,63.727,65.83900000000001,72.794,78.327,82.243
26.098,36.959,44.802,50.152,56.604,63.695,65.823,72.808,78.303,82.15
26.078,36.967,44.84000000000001,50.119,56.625,63.709,65.879,72.79,78.357,82.17
26.08,36.949,44.83700000000001,50.169,56.625,63.715,65.89399999999999,72.81,78.317,82.16
26.079,36.933,44.83,50.162,56.632,63.732,65.928,72.855,78.337,82.148
26.077,36.925,44.845000000000006,50.153,56.619,63.831,65.952,72.876,78.36200000000001,82.13299999999998
26.063,36.974,44.881,50.215,56.665,63.87800000000001,66.03,72.922,78.389,82.146
26.067,36.964,44.88,50.215,56.669,63.89000000000001,65.979,72.956,78.369,82.21800000000002
26.078,36.943,44.907,50.173,56.683,63.945,65.909,72.909,78.309,82.269
26.058,36.96,44.934,50.165,56.658,63.95600000000001,65.922,72.921,78.344,82.24300000000002
26.053,36.97,44.929,50.184,56.698,64.043,65.938,72.919,78.30100000000002,82.236
26.074,36.981,44.932,50.261,56.695,63.973000000000006,65.946,72.95,78.227,82.205
26.096,36.967,44.917,50.314,56.695,64.026,65.929,72.944,78.223,82.279
26.095,36.933,44.901,50.306,56.675,63.959,65.919,72.939,78.256,82.226
26.085,36.948,44.923,50.292,56.653,63.967,65.962,72.982,78.225,82.26
26.094,36.965,44.927,50.263,56.64999999999999,63.96,66.042,72.974,78.33,82.305
26.089,36.967,44.908,50.226,56.651,63.95000000000001,66.031,73.016,78.345,82.36799999999998
26.082,36.983,44.947,50.237,56.654,63.98600000000001,66.055,72.952,78.397,82.336
26.106,37.005,44.949,50.247,56.658,64.015,65.952,72.967,78.492,82.329
26.105,37.049,44.956,50.288,56.658,64.037,65.951,72.957,78.537,82.343
26.098,37.069,44.986,50.297,56.705,64.028,65.928,72.934,78.488,82.306
26.106,37.068,44.991,50.291,56.698,64.024,65.886,72.978,78.47,82.292
26.13,37.129,44.978,50.263,56.743,64.08,65.901,73.0,78.472,82.235
26.127,37.121,45.007,50.26,56.741,64.109,65.896,72.959,78.442,82.202
26.144,37.092,45.009,50.308,56.712,64.129,65.933,72.916,78.411,82.352
26.133,37.123,45.015,50.299,56.763,64.10400000000001,65.969,72.989,78.469,82.257
26.12,37.114,45.05,50.316,56.72,64.087,65.957,73.03,78.552,82.257
26.127,37.112,45.083,50.314,56.734,64.152,65.955,72.986,78.502,82.226
26.09,37.093,45.077,50.298,56.739,64.217,66.004,73.071,78.534,82.25
26.107,37.109,45.08,50.315,56.74,64.197,65.983,73.083,78.513,82.22699999999999
26.098,37.129,45.088,50.341,56.752,64.203,66.136,73.075,78.539,82.295
26.126,37.148,45.028000000000006,50.322,56.75,64.148,66.174,73.079,78.549,82.282
26.137,37.142,45.049,50.348,56.755,64.152,66.173,73.037,78.51,82.345
26.131,37.184,45.083,50.284,56.77,64.203,66.161,73.133,78.449,82.412
26.119,37.183,45.068,50.302,56.763,64.247,66.165,73.133,78.399,82.456
26.091,37.188,45.085,50.277,56.76499999999999,64.302,66.114,73.078,78.38,82.475
26.099,37.215,45.084,50.274,56.795,64.293,66.032,73.139,78.359,82.46
26.099,37.2,45.105,50.225,56.81399999999999,64.257,66.08500000000001,73.112,78.323,82.432
26.11,37.185,45.106,50.275,56.808,64.246,66.074,73.15,78.324,82.45700000000001
26.098,37.185,45.092,50.293,56.852,64.251,66.139,73.169,78.31,82.507
26.083,37.197,45.098,50.313,56.858,64.286,66.17199999999998,73.19,78.357,82.546
26.101,37.206,45.131,50.295,56.856,64.304,66.17,73.177,78.324,82.571
26.098,37.212,45.126,50.309,56.844,64.322,66.203,73.155,78.354,82.554
26.112,37.224,45.136,50.268,56.814,64.31599999999999,66.18700000000001,73.216,78.289,82.601
26.117,37.241,45.099,50.249,56.856,64.304,66.276,73.206,78.345,82.547
26.102,37.262,45.111,50.256,56.848,64.33099999999999,66.27499999999999,73.187,78.344,82.48
26.115,37.285,45.102,50.327,56.853,64.3,66.348,73.212,78.299,82.475
26.105,37.287,45.107,50.335,56.87700000000001,64.363,66.33799999999998,73.215,78.344,82.408
26.088,37.269,45.119,50.334,56.94,64.301,66.361,73.186,78.279,82.402
26.108,37.277,45.13,50.328,56.976,64.296,66.377,73.191,78.359,82.391
26.1,37.262,45.112,50.348,56.987,64.323,66.352,73.234,78.359,82.41599999999998
26.098,37.252,45.135,50.309,57.009,64.27099999999999,66.399,73.206,78.381,82.38399999999999
26.121,37.213,45.14500000000001,50.29,56.989,64.252,66.40499999999999,73.143,78.408,82.357
26.125,37.2,45.139,50.304,56.978,64.241,66.404,73.11,78.445,82.311
26.11,37.212,45.19,50.301,57.008,64.214,66.399,73.103,78.428,82.225
26.154,37.208,45.194,50.288,57.038,64.22,66.392,73.038,78.376,82.19000000000001
26.165,37.231,45.243,50.237,56.998,64.185,66.386,73.072,78.42,82.176
26.135,37.248,45.226,50.301,56.975,64.207,66.396,73.124,78.389,82.188
26.141,37.259,45.202,50.373,57.002,64.21199999999999,66.47,73.106,78.359,82.192
26.159,37.243,45.215,50.408,57.034,64.237,66.482,73.098,78.34499999999998,82.165
26.183,37.284,45.223,50.412,57.013,64.207,66.544,73.091,78.389,82.186
26.173,37.286,45.251,50.405,56.992,64.218,66.532,73.062,78.431,82.211
26.17,37.298,45.287,50.443,57.002,64.18700000000001,66.543,73.163,78.413,82.183
26.145,37.278,45.252,50.436,56.975,64.187,66.505,73.136,78.446,82.196
26.174,37.305,45.309,50.434,56.991,64.237,66.565,73.145,78.435,82.196
26.182,37.306,45.319,50.421,56.97,64.22600000000001,66.569,73.224,78.41000000000001,82.211
26.177,37.299,45.314,50.432,57.003,64.254,66.615,73.237,78.395,82.191
26.184,37.297,45.329,50.48,56.992,64.244,66.57800000000002,73.296,78.446,82.193
26.189,37.305,45.335,50.458,57.013,64.281,66.625,73.24,78.442,82.19
26.178,37.332,45.349,50.504,57.03,64.31,66.641,73.26,78.47299999999998,82.21099999999998
26.168,37.309,45.369,50.535,57.04,64.33,66.698,73.271,78.547,82.24699999999999
26.174,37.346,45.361,50.53,57.038,64.319,66.647,73.297,78.49,82.174
26.193,37.369,45.348,50.522,57.051,64.305,66.68099999999998,73.292,78.501,82.14
26.224,37.394,45.35,50.557,57.094,64.371,66.698,73.339,78.532,82.143
26.216,37.384,45.356,50.534,57.125,64.346,66.729,73.308,78.558,82.178
26.182,37.373,45.335,50.536,57.136,64.353,66.784,73.286,78.606,82.083
26.199,37.37,45.325,50.526,57.18,64.41,66.808,73.292,78.663,82.052
26.209,37.358,45.341,50.53,57.174,64.4,66.798,73.313,78.686,82.128
26.214,37.358,45.394,50.565,57.181000000000004,64.41600000000001,66.815,73.294,78.713,82.125
26.217,37.38,45.409,50.631,57.165,64.41600000000001,66.855,73.291,78.755,82.168
26.224,37.381,45.43600000000001,50.614,57.209,64.504,66.83,73.297,78.748,82.188
26.226,37.356,45.428,50.57,57.227,64.515,66.81,73.276,78.809,82.222
26.225,37.371,45.482,50.574,57.259,64.573,66.867,73.339,78.81500000000001,82.206
26.223,37.354,45.517,50.519,57.265,64.526,66.94,73.358,78.816,82.29
26.236,37.349,45.502,50.564,57.294999999999995,64.598,66.967,73.374,78.856,82.267
26.229,37.372,45.507,50.557,57.253,64.659,67.01299999999999,73.359,78.895,82.25799999999998
26.228,37.384,45.504,50.565,57.205,64.721,66.963,73.357,78.937,82.29499999999999
26.202,37.402,45.509,50.598,57.226,64.755,66.917,73.322,78.933,82.314
26.213,37.403,45.546,50.594,57.194,64.775,66.932,73.324,78.977,82.269
26.215,37.393,45.536,50.577,57.219,64.843,66.893,73.328,78.999,82.323
26.207,37.42,45.535,50.58,57.222,64.78,66.903,73.348,79.037,82.28099999999999
26.239,37.415,45.478,50.607,57.26899999999999,64.823,66.953,73.331,79.063,82.383
26.227,37.407,45.511,50.64,57.261,64.801,67.017,73.338,79.103,82.405
26.214,37.417,45.488,50.583,57.265,64.769,67.082,73.349,79.068,82.478
26.226,37.432,45.474,50.531,57.277,64.736,67.035,73.318,79.057,82.42100000000002
26.257,37.431,45.449,50.545,57.289,64.76400000000001,67.031,73.301,79.109,82.328
26.26,37.475,45.482,50.58,57.243,64.758,67.05899999999998,73.321,79.104,82.359
26.261,37.456,45.496,50.597,57.194,64.75,67.071,73.29,79.179,82.394
26.264,37.451,45.509,50.647,57.263,64.784,67.108,73.298,79.206,82.385
26.282,37.446,45.50900000000001,50.666,57.304,64.847,67.11,73.312,79.28,82.41
26.301,37.47,45.556,50.661,57.34599999999999,64.851,67.153,73.344,79.263,82.45199999999998
26.296,37.466,45.547,50.602,57.384,64.832,67.21,73.351,79.294,82.45
26.299,37.47,45.576,50.625,57.412,64.827,67.221,73.399,79.285,82.543
26.299,37.499,45.596,50.621,57.414,64.784,67.214,73.448,79.313,82.579
26.308,37.498,45.601,50.624,57.428,64.783,67.227,73.486,79.325,82.609
26.32,37.498,45.627,50.663,57.389,64.809,67.253,73.496,79.326,82.668
26.327,37.496,45.633,50.635,57.377,64.82299999999998,67.284,73.556,79.33,82.632
26.318,37.501,45.648,50.647,57.396,64.766,67.275,73.602,79.402,82.581
26.318,37.496,45.65,50.622,57.389,64.73299999999999,67.30399999999999,73.606,79.426,82.604
26.318,37.494,45.625,50.581,57.413,64.691,67.29499999999999,73.614,79.455,82.554
26.318,37.501,45.616,50.592,57.374,64.716,67.349,73.607,79.474,82.576
26.317,37.5,45.614,50.582,57.372,64.787,67.338,73.648,79.448,82.571
26.341,37.496,45.658,50.623,57.365,64.787,67.293,73.658,79.558,82.568
26.348,37.488,45.672,50.648,57.385,64.782,67.249,73.648,79.582,82.445
26.35,37.476,45.695,50.633,57.367,64.733,67.202,73.64,79.69,82.43099999999998
26.376,37.498,45.69,50.606,57.406,64.75,67.214,73.693,79.703,82.394
26.368,37.535,45.642,50.573,57.417,64.801,67.228,73.742,79.712,82.443
26.358,37.567,45.693,50.642,57.438,64.838,67.21500000000002,73.733,79.758,82.422
26.343,37.558,45.679,50.677,57.377,64.866,67.152,73.755,79.747,82.43599999999998
26.339,37.565,45.682,50.66,57.372,64.806,67.198,73.774,79.778,82.45099999999998
26.334,37.595,45.67,50.666,57.372,64.796,67.205,73.789,79.801,82.425
26.353,37.594,45.722,50.684,57.427,64.787,67.239,73.951,79.781,82.411
26.357,37.627,45.705,50.685,57.447,64.77,67.205,73.971,79.797,82.431
26.339,37.647,45.733,50.632,57.462,64.736,67.239,73.936,79.869,82.379
26.31,37.666,45.748,50.62,57.466,64.728,67.144,73.937,79.92,82.366
26.311,37.638,45.733,50.578,57.441,64.7,67.172,74.035,79.85,82.43
26.326,37.638,45.725,50.591,57.377,64.68700000000001,67.178,74.042,79.844,82.441
26.341,37.594,45.758,50.611,57.422000000000004,64.72800000000001,67.226,74.045,79.872,82.439
26.361,37.596,45.788,50.569,57.474000000000004,64.718,67.289,74.081,79.881,82.469
26.346,37.612,45.789,50.562,57.536,64.761,67.31599999999999,74.061,79.838,82.461
26.364,37.596,45.782,50.557,57.534,64.769,67.342,74.132,79.925,82.451
26.375,37.608,45.762,50.568,57.522,64.762,67.343,74.109,79.908,82.462
26.383,37.607,45.741,50.557,57.572,64.765,67.34099999999998,74.215,79.842,82.528
26.356,37.615,45.754,50.569,57.626,64.743,67.314,74.208,79.855,82.501
26.364,37.607,45.787,50.565,57.62199999999999,64.717,67.384,74.145,79.86,82.528
26.349,37.608,45.775,50.578,57.645,64.698,67.439,74.12,79.858,82.516
26.359,37.582,45.764,50.614,57.693,64.768,67.444,74.174,79.824,82.632
26.374,37.553,45.796,50.589,57.716,64.73100000000001,67.463,74.201,79.82300000000001,82.679
26.382,37.556,45.81,50.608,57.725,64.731,67.47,74.282,79.864,82.736
26.378,37.551,45.791,50.656,57.701,64.747,67.564,74.239,79.934,82.733
26.394,37.53,45.822,50.647,57.703,64.733,67.552,74.254,79.963,82.756
26.393,37.548,45.79,50.702,57.689,64.705,67.582,74.278,80.026,82.79
26.379,37.559,45.79,50.696,57.645,64.728,67.603,74.224,80.02,82.87299999999999
26.362,37.537,45.765,50.751,57.675,64.72900000000001,67.607,74.189,80.042,82.943
26.382,37.558,45.728,50.722,57.666,64.756,67.651,74.202,80.084,82.982
26.377,37.581,45.714,50.736,57.667,64.703,67.67,74.181,80.064,82.972
26.36,37.607,45.723,50.754,57.703,64.662,67.611,74.186,80.13,82.93499999999999
26.354,37.588,45.765,50.841,57.649,64.661,67.631,74.215,80.087,82.961
26.372,37.579,45.74,50.867,57.65,64.668,67.594,74.167,80.091,82.942
26.4,37.587,45.75,50.893,57.689,64.697,67.579,74.169,80.115,82.917
26.378,37.599,45.772,50.892,57.684,64.707,67.56100000000002,74.084,80.156,82.994
26.363,37.598,45.766,50.885,57.644,64.631,67.518,74.04,80.129,83.004
26.364,37.636,45.785,50.934,57.682,64.631,67.54699999999998,74.076,80.135,83.01
26.389,37.619,45.78,50.909,57.68399999999999,64.637,67.624,74.067,80.209,82.953
26.383,37.648,45.806,50.967,57.635,64.697,67.655,74.102,80.213,82.92299999999999
26.386,37.657,45.821,50.946,57.627,64.714,67.753,74.177,80.255,82.936
26.369,37.682,45.804,50.95,57.60999999999999,64.633,67.82,74.184,80.259,82.986
26.376,37.694,45.828,50.942,57.619,64.60799999999999,67.815,74.178,80.281,83.02
26.383,37.709,45.857,50.937,57.589,64.62799999999999,67.802,74.152,80.29100000000001,83.05500000000002
26.377,37.712,45.854,50.945,57.539,64.609,67.819,74.125,80.347,83.078
26.364,37.737,45.858,50.933,57.555,64.622,67.819,74.14,80.415,83.09
26.352,37.743,45.828,50.885,57.586,64.653,67.861,74.141,80.417,83.08800000000001
26.339,37.742,45.836,50.907,57.601,64.667,67.941,74.138,80.425,83.134
26.348,37.727,45.847,50.903,57.616,64.666,67.96,74.126,80.372,83.178
26.351,37.722,45.874,50.834,57.626,64.643,67.953,74.12,80.363,83.15
26.351,37.742,45.898,50.828,57.593,64.655,67.88,74.128,80.345,83.212
26.367,37.742,45.896,50.868,57.626,64.601,67.84400000000001,74.207,80.355,83.256
26.351,37.765,45.912,50.83,57.593999999999994,64.578,67.882,74.169,80.41,83.271
26.361,37.763,45.931,50.838,57.58999999999999,64.582,67.909,74.241,80.33199999999998,83.268
26.358,37.761,45.896,50.831,57.590999999999994,64.55499999999999,67.917,74.31,80.336,83.295
26.391,37.771,45.904,50.846,57.599,64.531,67.975,74.254,80.368,83.389
26.413,37.764,45.91,50.866,57.583,64.543,68.048,74.292,80.377,83.46
26.409,37.781,45.901,50.899,57.604,64.511,68.061,74.272,80.404,83.452
26.419,37.772,45.87599999999999,50.88,57.658,64.565,68.078,74.342,80.438,83.46500000000002
26.436,37.775,45.849,50.934,57.636,64.535,68.111,74.408,80.511,83.537
26.451,37.784,45.838,50.99,57.635999999999996,64.617,68.078,74.446,80.482,83.581
26.471,37.801,45.829,51.006,57.668,64.639,68.12,74.455,80.471,83.584
26.458,37.786,45.83,51.008,57.632,64.63699999999999,68.131,74.406,80.503,83.611
26.436,37.785,45.805,51.016,57.665,64.65899999999999,68.065,74.337,80.543,83.655
26.456,37.796,45.786,51.01,57.654,64.71999999999998,68.092,74.346,80.544,83.647
26.44,37.798,45.817,51.018,57.675,64.713,68.007,74.352,80.567,83.643
26.422,37.809,45.803,51.003,57.675,64.725,67.989,74.332,80.518,83.738
26.432,37.839,45.816,50.99,57.665,64.668,67.964,74.319,80.532,83.781
26.432,37.846,45.841,51.041,57.66,64.71,67.925,74.356,80.567,83.756
26.439,37.821,45.877,51.03,57.684,64.705,67.90499999999999,74.314,80.541,83.77
26.455,37.821,45.903,50.997,57.72,64.668,67.861,74.314,80.517,83.693
26.453,37.856,45.901,50.971,57.742,64.651,67.826,74.359,80.459,83.737
26.46,37.831,45.871,50.965,57.743,64.636,67.834,74.387,80.449,83.799
26.463,37.8,45.851,50.953,57.754,64.642,67.804,74.366,80.469,83.831
26.446,37.821,45.87899999999999,50.949,57.76,64.717,67.784,74.408,80.442,83.811
26.456,37.801,45.885,50.944,57.805,64.722,67.787,74.427,80.448,83.94
26.431,37.81,45.901,51.004,57.804,64.724,67.794,74.445,80.406,83.94
